Date,Close
7/1/2015,107.919998
7/2/2015,107.949997
7/6/2015,107.699997
7/7/2015,107.970001
7/8/2015,106.089996
7/9/2015,106.029999
7/10/2015,107.650002
7/13/2015,109.540001
7/14/2015,110.260002
7/15/2015,110.379997
7/16/2015,111.940002
7/17/2015,113.589996
7/20/2015,113.980003
7/21/2015,113.910004
7/22/2015,112.620003
7/23/2015,112.199997
7/24/2015,111.099998
7/27/2015,110.18
7/28/2015,111.129997
7/29/2015,111.550003
7/30/2015,112.080002
7/31/2015,111.949997
8/3/2015,111.599998
8/4/2015,111.389999
8/5/2015,112.25
8/6/2015,110.449997
8/7/2015,110.309998
8/10/2015,111.57
8/11/2015,110.139999
8/12/2015,110.519997
8/13/2015,110.339996
8/14/2015,110.510002
8/17/2015,111.43
8/18/2015,110.860001
8/19/2015,110.129997
8/20/2015,107.080002
8/21/2015,102.400002
8/24/2015,98.459999
8/25/2015,98.089996
8/26/2015,103.029999
8/27/2015,105.639999
8/28/2015,105.620003
8/31/2015,104.309998
9/1/2015,101.050003
9/2/2015,103.900002
9/3/2015,103.389999
9/4/2015,102.160004
9/8/2015,105.040001
9/9/2015,103.860001
9/10/2015,104.989998
9/11/2015,105.57
9/14/2015,105.25
9/15/2015,106.489998
9/16/2015,107.089996
9/17/2015,107.129997
9/18/2015,105.349998
9/21/2015,105.68
9/22/2015,104.099998
9/23/2015,104.18
9/24/2015,103.800003
9/25/2015,102.919998
9/28/2015,99.989998
9/29/2015,99.470001
9/30/2015,101.760002
10/1/2015,102.220001
10/2/2015,104.010002
10/5/2015,105.5
10/6/2015,105
10/7/2015,105.629997
10/8/2015,106.050003
10/9/2015,106.529999
10/12/2015,106.790001
10/13/2015,106.099998
10/14/2015,105.93
10/15/2015,107.669998
10/16/2015,108.120003
10/19/2015,108.739998
10/20/2015,108.18
10/21/2015,107.519997
10/22/2015,109.709999
10/23/2015,112.779999
10/26/2015,112.849998
10/27/2015,113.080002
10/28/2015,114.019997
10/29/2015,113.839996
10/30/2015,113.330002
11/2/2015,114.610001
11/3/2015,115.010002
11/4/2015,115.019997
11/5/2015,114.709999
11/6/2015,114.790001
11/9/2015,113.57
11/10/2015,113.279999
11/11/2015,113.139999
11/12/2015,112.040001
11/13/2015,109.839996
11/16/2015,111.419998
11/17/2015,111.489998
11/18/2015,113.629997
11/19/2015,113.709999
11/20/2015,114.480003
11/23/2015,114.150002
11/24/2015,114.050003
11/25/2015,114.150002
11/27/2015,114.309998
11/30/2015,114.019997
12/1/2015,115.160004
12/2/2015,114.449997
12/3/2015,112.510002
12/4/2015,115.139999
12/7/2015,114.620003
12/8/2015,114.629997
12/9/2015,112.889999
12/10/2015,113.400002
12/11/2015,110.790001
12/14/2015,111.629997
12/15/2015,112.309998
12/16/2015,113.980003
12/17/2015,112.32
12/18/2015,109.830002
12/21/2015,111.050003
12/22/2015,111.779999
12/23/2015,112.610001
12/24/2015,112.589996
12/28/2015,112.529999
12/29/2015,114.300003
12/30/2015,113.269997
12/31/2015,111.860001
1/4/2016,109.5
1/5/2016,109.309998
1/6/2016,108.260002
1/7/2016,104.870003
1/8/2016,104.010002
1/11/2016,104.330002
1/12/2016,105.540001
1/13/2016,101.900002
1/14/2016,104.07
1/15/2016,100.839996
1/19/2016,101.059998
1/20/2016,100.75
1/21/2016,100.849998
1/22/2016,103.769997
1/25/2016,102.230003
1/26/2016,103.150002
1/27/2016,100.580002
1/28/2016,102
1/29/2016,104.129997
2/1/2016,104.410004
2/2/2016,102.150002
2/3/2016,101.660004
2/4/2016,101.650002
2/5/2016,98.120003
2/8/2016,96.620003
2/9/2016,96.32
2/10/2016,96.690002
2/11/2016,96.550003
2/12/2016,98.019997
2/16/2016,100.230003
2/17/2016,102.5
2/18/2016,101.330002
2/19/2016,101.629997
2/22/2016,103.279999
2/23/2016,101.580002
2/24/2016,102.550003
2/25/2016,103.559998
2/26/2016,103.43
2/29/2016,102.5
3/1/2016,105.790001
3/2/2016,105.830002
3/3/2016,105.629997
3/4/2016,105.669998
3/7/2016,105.019997
3/8/2016,104.150002
3/9/2016,104.82
3/10/2016,104.660004
3/11/2016,106.489998
3/14/2016,106.669998
3/15/2016,106.629997
3/16/2016,107.580002
3/17/2016,107.519997
3/18/2016,107.370003
3/21/2016,107.790001
3/22/2016,108.120003
3/23/2016,107.230003
3/24/2016,107.260002
3/28/2016,107.110001
3/29/2016,108.830002
3/30/2016,109.360001
3/31/2016,109.199997
4/1/2016,110.360001
4/4/2016,109.940002
4/5/2016,108.879997
4/6/2016,110.669998
4/7/2016,109.080002
4/8/2016,109
4/11/2016,108.599998
4/12/2016,109.510002
4/13/2016,110.910004
4/14/2016,110.919998
4/15/2016,110.639999
4/18/2016,111.230003
4/19/2016,110.550003
4/20/2016,110.639999
4/21/2016,110.650002
4/22/2016,108.980003
4/25/2016,108.980003
4/26/2016,108.449997
4/27/2016,107.580002
4/28/2016,106.279999
4/29/2016,105.720001
5/2/2016,106.720001
5/3/2016,105.730003
5/4/2016,105.050003
5/5/2016,105.019997
5/6/2016,105.580002
5/9/2016,105.879997
5/10/2016,107.330002
5/11/2016,106.360001
5/12/2016,105.889999
5/13/2016,105.5
5/16/2016,106.82
5/17/2016,105.480003
5/18/2016,105.860001
5/19/2016,105.309998
5/20/2016,106.470001
5/23/2016,106.330002
5/24/2016,108.459999
5/25/2016,109.239998
5/26/2016,109.559998
5/27/2016,110.129997
5/31/2016,110.339996
6/1/2016,110.349998
6/2/2016,110.580002
6/3/2016,110.059998
6/6/2016,110.459999
6/7/2016,110.18
6/8/2016,110.370003
6/9/2016,110.190002
6/10/2016,108.940002
6/13/2016,108.029999
6/14/2016,108.029999
6/15/2016,107.720001
6/16/2016,108.040001
6/17/2016,106.489998
6/20/2016,107.160004
6/21/2016,107.5
6/22/2016,107.239998
6/23/2016,108.769997
6/24/2016,104.290001
6/27/2016,102.220001
6/28/2016,104.459999
6/29/2016,106.309998
6/30/2016,107.540001
7/1/2016,108.080002
7/5/2016,107.419998
7/6/2016,108.300003
7/7/2016,108.620003
7/8/2016,110.300003
7/11/2016,110.93
7/12/2016,111.489998
7/13/2016,111.220001
7/14/2016,111.980003
7/15/2016,111.800003
7/18/2016,112.540001
7/19/2016,112.129997
7/20/2016,113.440002
7/21/2016,113.18
7/22/2016,113.650002
7/25/2016,113.660004
7/26/2016,113.790001
7/27/2016,114.580002
7/28/2016,114.980003
7/29/2016,115.230003
8/1/2016,115.839996
8/2/2016,114.959999
8/3/2016,115.339996
8/4/2016,115.669998
8/5/2016,116.779999
8/8/2016,116.650002
8/9/2016,116.919998
8/10/2016,116.620003
8/11/2016,117.120003
8/12/2016,117.199997
8/15/2016,117.699997
8/16/2016,117.050003
8/17/2016,117.260002
8/18/2016,117.290001
8/19/2016,117.260002
8/22/2016,117.349998
8/23/2016,117.559998
8/24/2016,116.800003
8/25/2016,116.610001
8/26/2016,116.779999
8/29/2016,116.940002
8/30/2016,116.559998
8/31/2016,116.440002
9/1/2016,116.739998
9/2/2016,117.120003
9/6/2016,117.849998
9/7/2016,117.919998
9/8/2016,117.230003
9/9/2016,114.279999
9/12/2016,116.330002
9/13/2016,115.290001
9/14/2016,115.839996
9/15/2016,117.639999
9/16/2016,117.290001
9/19/2016,116.779999
9/20/2016,117
9/21/2016,118.150002
9/22/2016,119.089996
9/23/2016,118.330002
9/26/2016,117.339996
9/27/2016,118.5
9/28/2016,118.699997
9/29/2016,117.839996
9/30/2016,118.720001
10/3/2016,118.550003
10/4/2016,118.370003
10/5/2016,118.790001
10/6/2016,118.730003
10/7/2016,118.470001
10/10/2016,119.220001
10/11/2016,117.519997
10/12/2016,117.419998
10/13/2016,117
10/14/2016,117.139999
10/17/2016,116.82
10/18/2016,117.860001
10/19/2016,117.849998
10/20/2016,117.709999
10/21/2016,118.150002
10/24/2016,119.57
10/25/2016,119.190002
10/26/2016,118.379997
10/27/2016,117.839996
10/28/2016,117.099998
10/31/2016,116.989998
11/1/2016,116.110001
11/2/2016,115.18
11/3/2016,114.050003
11/4/2016,113.650002
11/7/2016,116.349998
11/8/2016,117.110001
11/9/2016,117.650002
11/10/2016,115.75
11/11/2016,115.800003
11/14/2016,114.629997
11/15/2016,116.220001
11/16/2016,116.910004
11/17/2016,117.760002
11/18/2016,117.32
11/21/2016,118.540001
11/22/2016,118.900002
11/23/2016,118.419998
11/25/2016,118.800003
11/28/2016,118.529999
11/29/2016,118.940002
11/30/2016,117.5
12/1/2016,115.470001
12/2/2016,115.699997
12/5/2016,116.599998
12/6/2016,116.879997
12/7/2016,118.360001
12/8/2016,118.57
12/9/2016,119.5
12/12/2016,118.959999
12/13/2016,120.459999
12/14/2016,120.209999
12/15/2016,120.400002
12/16/2016,119.599998
12/19/2016,120.089996
12/20/2016,120.550003
12/21/2016,120.459999
12/22/2016,120.120003
12/23/2016,120.199997
12/27/2016,120.82
12/28/2016,119.879997
12/29/2016,119.709999
12/30/2016,118.480003
1/3/2017,119.540001
1/4/2017,120.190002
1/5/2017,120.870003
1/6/2017,121.93
1/9/2017,122.330002
1/10/2017,122.599998
1/11/2017,122.93
1/12/2017,122.739998
1/13/2017,123.160004
1/17/2017,122.790001
1/18/2017,123.040001
1/19/2017,122.980003
1/20/2017,123.25
1/23/2017,123.349998
1/24/2017,124.18
1/25/2017,125.43
1/26/2017,125.559998
1/27/2017,125.800003
1/30/2017,124.82
1/31/2017,124.57
2/1/2017,125.43
2/2/2017,125.32
2/3/2017,125.68
2/6/2017,125.830002
2/7/2017,126.290001
2/8/2017,126.5
2/9/2017,126.959999
2/10/2017,127.379997
2/13/2017,128.100006
2/14/2017,128.529999
2/15/2017,129.289993
2/16/2017,129.25
2/17/2017,129.809998
2/21/2017,130.449997
2/22/2017,130.5
2/23/2017,130.009995
2/24/2017,130.259995
2/27/2017,130.419998
2/28/2017,130.020004
3/1/2017,131.440002
3/2/2017,130.779999
3/3/2017,131.020004
3/6/2017,130.729996
3/7/2017,130.509995
3/8/2017,130.740005
3/9/2017,130.839996
3/10/2017,131.389999
3/13/2017,131.610001
3/14/2017,131.289993
3/15/2017,132.100006
3/16/2017,132.009995
3/17/2017,131.690002
3/20/2017,131.809998
3/21/2017,129.809998
3/22/2017,130.690002
3/23/2017,130.360001
3/24/2017,130.630005
3/27/2017,130.839996
3/28/2017,131.639999
3/29/2017,132.25
3/30/2017,132.470001
3/31/2017,132.380005
4/3/2017,132.300003
4/4/2017,132.509995
4/5/2017,131.970001
4/6/2017,132.039993
4/7/2017,131.970001
4/10/2017,132.020004
4/11/2017,131.449997
4/12/2017,130.919998
4/13/2017,130.399994
4/17/2017,131.479996
4/18/2017,131.279999
4/19/2017,131.490005
4/20/2017,132.589996
