Date,Close
4/21/2017,132.559998
4/24/2017,134.160004
4/25/2017,135.130005
4/26/2017,134.940002
4/27/2017,135.75
4/28/2017,135.990005
5/1/2017,137.199997
5/2/2017,137.429993
5/3/2017,136.990005
5/4/2017,137.039993
5/5/2017,137.539993
5/8/2017,137.839996
5/9/2017,138.320007
5/10/2017,138.399994
5/11/2017,138.289993
5/12/2017,138.600006
5/15/2017,139.039993
5/16/2017,139.619995
5/17/2017,136.070007
5/18/2017,137.259995
5/19/2017,137.839996
5/22/2017,139
5/23/2017,139.139999
5/24/2017,139.779999
5/25/2017,140.970001
5/26/2017,141.220001
5/30/2017,141.339996
5/31/2017,141.289993
6/1/2017,141.839996
6/2/2017,143.460007
6/5/2017,143.429993
6/6/2017,142.860001
6/7/2017,143.419998
6/8/2017,143.570007
6/9/2017,139.979996
6/12/2017,139.229996
6/13/2017,140.360001
6/14/2017,139.75
6/15/2017,139.130005
6/16/2017,138.149994
6/19/2017,140.460007
6/20/2017,139.360001
6/21/2017,140.740005
6/22/2017,140.699997
6/23/2017,141.240005
6/26/2017,140.580002
6/27/2017,138.029999
6/28/2017,140.020004
6/29/2017,137.589996
6/30/2017,137.639999
7/3/2017,136.190002
7/5/2017,137.529999
7/6/2017,136.289993
7/7/2017,137.759995
7/10/2017,138.660004
7/11/2017,139.050003
7/12/2017,140.699997
7/13/2017,141.009995
7/14/2017,142.119995
7/17/2017,142.190002
7/18/2017,143.139999
7/19/2017,143.979996
7/20/2017,144.169998
7/21/2017,144.110001
7/24/2017,144.770004
7/25/2017,144.399994
7/26/2017,144.869995
7/27/2017,143.960007
7/28/2017,143.839996
7/31/2017,143.229996
8/1/2017,143.559998
8/2/2017,143.949997
8/3/2017,143.389999
8/4/2017,143.649994
8/7/2017,144.559998
8/8/2017,144.309998
8/9/2017,144.119995
8/10/2017,141.029999
8/11/2017,142.100006
8/14/2017,143.929993
8/15/2017,144.029999
8/16/2017,144.279999
8/17/2017,141.330002
8/18/2017,141.229996
8/21/2017,141.050003
8/22/2017,143.199997
8/23/2017,142.690002
8/24/2017,142.270004
8/25/2017,141.970001
8/28/2017,142.410004
8/29/2017,142.970001
8/30/2017,144.649994
8/31/2017,146.199997
9/1/2017,146
9/5/2017,144.690002
9/6/2017,145.130005
9/7/2017,145.470001
9/8/2017,144.210007
9/11/2017,145.869995
9/12/2017,146.220001
9/13/2017,146.419998
9/14/2017,145.559998
9/15/2017,146.059998
9/18/2017,145.550003
9/19/2017,145.800003
9/20/2017,145.350006
9/21/2017,144.460007
9/22/2017,144.320007
9/25/2017,142.800003
9/26/2017,143.169998
9/27/2017,144.460007
9/28/2017,144.410004
9/29/2017,145.449997
10/2/2017,145.580002
10/3/2017,145.889999
10/4/2017,146.029999
10/5/2017,147.460007
10/6/2017,147.660004
10/9/2017,147.490005
10/10/2017,147.600006
10/11/2017,148.039993
10/12/2017,147.770004
10/13/2017,148.339996
10/16/2017,148.850006
10/17/2017,149.039993
10/18/2017,148.860001
10/19/2017,148.309998
10/20/2017,148.710007
10/23/2017,147.740005
10/24/2017,147.990005
10/25/2017,147.429993
10/26/2017,146.960007
10/27/2017,151.240005
10/30/2017,151.580002
10/31/2017,152.149994
11/1/2017,152.100006
11/2/2017,151.809998
11/3/2017,153.270004
11/6/2017,153.789993
11/7/2017,153.880005
11/8/2017,154.5
11/9/2017,153.690002
11/10/2017,153.679993
11/13/2017,153.869995
11/14/2017,153.309998
11/15/2017,152.589996
11/16/2017,154.539993
11/17/2017,153.949997
11/20/2017,153.830002
11/21/2017,155.5
11/22/2017,155.690002
11/24/2017,156.259995
11/27/2017,156.190002
11/28/2017,156.589996
11/29/2017,153.860001
11/30/2017,155.149994
12/1/2017,154.490005
12/4/2017,152.710007
12/5/2017,152.809998
12/6/2017,153.5
12/7/2017,154.020004
12/8/2017,154.699997
12/11/2017,155.899994
12/12/2017,155.690002
12/13/2017,155.990005
12/14/2017,155.880005
12/15/2017,157.649994
12/18/2017,158.639999
12/19/2017,157.699997
12/20/2017,157.529999
12/21/2017,157.550003
12/22/2017,157.369995
12/26/2017,156.520004
12/27/2017,156.539993
12/28/2017,156.729996
12/29/2017,155.759995
1/2/2018,158.490005
1/3/2018,160.029999
1/4/2018,160.309998
1/5/2018,161.919998
1/8/2018,162.550003
1/9/2018,162.559998
1/10/2018,162.179993
1/11/2018,163.289993
1/12/2018,164.490005
1/16/2018,164.020004
1/17/2018,165.789993
1/18/2018,165.820007
1/19/2018,166.339996
1/22/2018,168.119995
1/23/2018,169.509995
1/24/2018,168.410004
1/25/2018,168.350006
1/26/2018,170.929993
1/29/2018,170.100006
1/30/2018,168.699997
1/31/2018,169.399994
2/1/2018,167.960007
2/2/2018,164.610001
2/5/2018,158.119995
2/6/2018,162.309998
2/7/2018,160.210007
2/8/2018,153.449997
2/9/2018,156.100006
2/12/2018,158.869995
2/13/2018,159.690002
2/14/2018,162.679993
2/15/2018,165.699997
2/16/2018,164.960007
2/20/2018,165.289993
2/21/2018,164.820007
2/22/2018,164.800003
2/23/2018,168.169998
2/26/2018,170.399994
2/27/2018,168.289993
2/28/2018,167.210007
3/1/2018,164.479996
3/2/2018,165.990005
3/5/2018,167.830002
3/6/2018,168.539993
3/7/2018,168.929993
3/8/2018,169.860001
3/9/2018,173.160004
3/12/2018,174.080002
3/13/2018,171.710007
3/14/2018,171.679993
3/15/2018,171.529999
3/16/2018,171.020004
3/19/2018,167.100006
3/20/2018,167.649994
3/21/2018,166.919998
3/22/2018,162.800003
3/23/2018,158.509995
3/26/2018,164.399994
3/27/2018,159.080002
3/28/2018,157.25
3/29/2018,160.130005
4/2/2018,155.509995
4/3/2018,157.259995
4/4/2018,159.740005
4/5/2018,160.649994
4/6/2018,156.630005
4/9/2018,157.729996
4/10/2018,161.210007
4/11/2018,160.279999
4/12/2018,162.210007
4/13/2018,161.369995
4/16/2018,162.600006
4/17/2018,166.100006
4/18/2018,166.440002
4/19/2018,164.910004
4/20/2018,162.300003
4/23/2018,161.889999
4/24/2018,158.460007
4/25/2018,158.649994
4/26/2018,161.990005
4/27/2018,162.089996
4/30/2018,160.940002
5/1/2018,162.779999
5/2/2018,161.820007
5/3/2018,161.800003
5/4/2018,164.869995
5/7/2018,166.240005
5/8/2018,166.070007
5/9/2018,167.880005
5/10/2018,169.619995
5/11/2018,169.460007
5/14/2018,169.75
5/15/2018,167.869995
5/16/2018,168.979996
5/17/2018,168.330002
5/18/2018,167.460007
5/21/2018,168.399994
5/22/2018,168.179993
5/23/2018,169.600006
5/24/2018,169.550003
5/25/2018,169.720001
5/29/2018,168.970001
5/30/2018,170.179993
5/31/2018,170.070007
6/1/2018,172.740005
6/4/2018,174.300003
6/5/2018,174.839996
6/6/2018,175.860001
6/7/2018,174.429993
6/8/2018,174.440002
6/11/2018,174.910004
6/12/2018,175.830002
6/13/2018,175.820007
6/14/2018,177.600006
6/15/2018,176.979996
6/18/2018,176.5
6/19/2018,176
6/20/2018,177.25
6/21/2018,175.710007
6/22/2018,175.320007
6/25/2018,171.369995
6/26/2018,172.070007
6/27/2018,169.729996
6/28/2018,171.190002
6/29/2018,171.649994
7/2/2018,172.800003
7/3/2018,170.800003
7/5/2018,172.919998
7/6/2018,175.610001
7/9/2018,177.190002
7/10/2018,177.320007
7/11/2018,176.419998
7/12/2018,179.460007
7/13/2018,179.610001
7/16/2018,179.179993
7/17/2018,180.270004
7/18/2018,179.929993
7/19/2018,179.029999
7/20/2018,178.990005
7/23/2018,179.559998
7/24/2018,180.300003
7/25/2018,182.820007
7/26/2018,180.050003
7/27/2018,177.619995
7/30/2018,175.110001
7/31/2018,176.449997
8/1/2018,177.119995
8/2/2018,179.529999
8/3/2018,180.080002
8/6/2018,181.139999
8/7/2018,181.800003
8/8/2018,182.020004
8/9/2018,181.910004
8/10/2018,180.520004
8/13/2018,180.320007
8/14/2018,181.449997
8/15/2018,179.229996
8/16/2018,179.820007
8/17/2018,179.860001
8/20/2018,179.699997
8/21/2018,180.360001
8/22/2018,181.059998
8/23/2018,180.800003
8/24/2018,182.479996
8/27/2018,184.339996
8/28/2018,184.610001
8/29/2018,186.740005
8/30/2018,186.410004
8/31/2018,186.65
